Doge Agency,Doge Upload Date,Contract URL,Doge Value,Doge Desc,Valid URL,agencyID,PIID,modNumber,transactionNumber,idvAgencyID,idvPIID,idvModNumber,reasonForModification,solicitationID,tasAgencyIdentifier,tasMainAccountCode,tasSubAccountCode,signedDate,effectiveDate,awardCompletionDate,estimatedUltimateCompletionDate,solicitationDate,previousObligatedAmount,obligatedAmount,totalObligatedAmount,previousBaseAndExercisedOptionsValue,baseAndExercisedOptionsValue,totalBaseAndExercisedOptionsValue,previousUltimateContractValue,ultimateContractValue,totalUltimateContractValue,feesPaidForUseOfService,contractingOfficeAgencyID,contractingOfficeAgencyName,contractingOfficeID,contractingOfficeName,fundingRequestingAgencyID,fundingRequestingAgencyName,fundingRequestingOfficeID,fundingRequestingOfficeName,ccrException,UEINumber,vendorName,vendorDoingAsBusinessName,cageCode,vendorStreet,vendorStreet2,vendorCity,vendorState,vendorZip,vendorCountryForDisplay,vendorPhone,vendorFax,vendorCongressionalDistrict,organizationType,stateOfIncorporation,countryOfIncorporation,majorProgramCode,numberOfActions,placeStateCode,placeLocationCode,placeCountryCode,principalPlaceOfPerformanceCountyName,principalPlaceOfPerformanceName,congressionalDistrictPlaceOfPerformance,placeOfPerformanceZIPCode,placeOfPerformanceZIPCode4,productOrServiceCode,productOrServiceCodeDescription,principalNAICSCode,NAICSCodeDescription,systemEquipmentCode,systemEquipmentShortDescription,countryOfOrigin,countryOfOriginForDisplay,claimantProgramCode,claimantProgramCodeShortDescription,extentCompetedForReferencedIDV,idvTypeOfSetAside,typeOfSetAsideSource,idvNumberOfOffersReceived,numberOfOffersReceived,numberOfOffersSource,pricePreferncePercentDifference,otherStatutoryAuthority,descriptionOfContractRequirement,displayAwardType,displayPreparedDate,displayPreparedBy,displayStatus,displayLastModifiedDate,displayLastModifiedBy,displayClosedStatus,displayClosedDate,displayClosedBy,displayApprovedPlaceholder,displayApprovedDate,displayApprovedBy,,tasInitiative,foreignFunding,typeOfContractPricing,inherentlyGovernmentalFunction,multiYearContract,nationalInterest,costOrPricingData,acceptPurchaseCard,undefinitizedAction,performanceBasedServiceContract,contingencyHumanitarianPeacekeepingOperation,contractFinancing,costAccountingStandardsClause,consolidatedContract,ClingerCohenAct,laborStandards,materialsSuppliesArticlesEquipment,constructionWageRateRequirements,listOfAdditionalReportingValues,interagencyContractingAuthority,bundledContractException,placeOfManufacture,manufacturingOrganizationType,recoveredMaterialClauses,informationTechnologyCommercialItemCategory,seaTransportation,GFE_GFP,useOfEPADesignatedProducts,extentCompeted,tradeoffProcess,solicitationProcedures,typeOfSetAside,evaluatedPreference,research,statutoryExceptionToFairOpportunity,reasonNotCompeted,localAreaSetAside,fedBizOpps,A76Action,commercialItemAcquisitionProcedures,commercialItemTestProgram,contractingOfficerBusinessSizeDetermination,subcontractPlan,lastDateToOrder,baseAndAllOptionsValue,totalEstimatedOrderValue,programAcronym,websiteURL,FIPS95Codes,emailAddress,individualOrderLimit,fixedFeeValue,feeRangeLowerValue,feeRangeUpperValue,orderingProcedure,displayIDVType,typeOfIDC,multipleOrSingleAwardIDC,whoCanUse
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051924F50018&modNumber=0&idvAgencyID=&idvPIID=72051924A00016&contractType=AWARD,"$21,765",REQUEST FOR BPA CALL ORDER TO PROVIDE SUPPORT UNDER THE HUMAN RESOURCES MANAGEMENT SUPPORT SERVICES.,True,7200,72051924F50018,0,0,7200,72051924A00016,0,,,,,,09/16/2024,09/19/2024,03/19/2025,06/18/2025,,,"$43,530.00",,,"$43,530.00",,,"$65,295.00",,$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720519,USAID/EL SALVADOR,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720889,USAID/PAPUA NEW GUINEA,,M18GYJPL6ZG7,MUKUNDA P SITAULA,,9ZNK1,6577 BERMUDA GREEN CT,,ALEXANDRIA,VA,223123106,UNITED STATES,(571) 332-6275,,VIRGINIA 08,SOLE PROPRIETORSHIP,VA,USA,,1,VA,,USA,FAIRFAX,ALEXANDRIA,VIRGINIA 08,22312,3106,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,USA,UNITED STATES,,,,,This Action,,4,This Action,,,Request for BPA Call Order to provide support under the Human Resources Management Support Services.,BPA Call,09/16/2024 08:03:15,USAIDNEGOTIATOR,Final,11/05/2024 15:43:23,NPELHAM@USAID.GOV,No,,,,09/16/2024 09:20:11,AREESE,Self-Certified Small Disadvantaged Business,Select One,Not Applicable,Firm Fixed Price,Closely Associated,Select One,Select One,Select One,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Competed under SAP,Other,Simplified Acquisition,No set aside used.,No Preference used,Select One,Select One,Select One,No,Select One,Select One,Commercial Products/Services Procedures not used,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051925F00001&modNumber=P00001&idvAgencyID=&idvPIID=72051924D00003&contractType=AWARD,"$11,742,643","USAID INVESTMENT PROMOTION PROJECT IS AIMED AT INCREASING PRIVATE INVESTMENT IN DEVELOPMENTALLY IMPACTFUL SECTORS TO GROW BUSINESSES, CREATE JOBS AND EXPAND ECONOMIC GROWTH.",True,7200,72051925F00001,P00001,0,7200,72051924D00003,0,Funding Only Action,72051924R00006,,,,01/16/2025,10/10/2024,10/09/2029,10/09/2029,07/15/2024,,"$4,953,151.57","$9,203,151.57",,$0.00,"$15,992,643.00",,$0.00,"$15,992,643.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720519,USAID/EL SALVADOR,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720519,USAID/EL SALVADOR,,JKMEF5QVJK24,DAI GLOBAL LLC,,9G431,7600 WISCONSIN AVE,STE 200,BETHESDA,MD,208143664,UNITED STATES,(301) 771-7227,(301) 771-7777,MARYLAND 08,OTHER,DE,USA,,1,,,SLV,,EL SALVADOR,,,,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,USA,UNITED STATES,,,,No set aside used.,IDC,13,,IDC,,,"This action is to incrementally fund the USAID/El Salvador Investment Promotion Project in the amount of $4,953,151.57, bringing the obligated amount from $4,250,000.00 to $9,203,151.57.",Delivery/Task Order,01/16/2025 08:59:05,MQUINONEZ@USAID.GOV,Final,01/16/2025 10:47:58,NCUTLER,No,,,,01/16/2025 10:47:58,NCUTLER,"For Profit Organization
Limited Liability Corporation",Select One,Not Applicable,Cost Plus Fixed Fee,Other Functions,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Trade-off,Negotiated Proposal/Quote,Select One,No Preference used,Select One,Select One,Select One,No,Yes,Select One,Commercial Products/Services Procedures not used,No,Other than Small Business,Individual Subcontract Plan ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051422F00005&modNumber=P00006&idvAgencyID=&idvPIID=72051421D00008&contractType=AWARD,"$12,148,410","THE PURPOSE OF THIS ACTIVITY IS TO IMPROVE THE SOCIAL AND ECONOMIC INCLUSION OF SEDENTARY MIGRANTS, COLOMBIAN RETURNEES, AND RECEPTOR COMMUNITY MEMBERS. IT WILL ACHIEVE THIS BY ENGAGING THE PRIVATE SECTOR IN THE CREATION OF MARKET-DRIVEN, LICIT AND",True,7200,72051422F00005,P00006,0,7200,72051421D00008,0,Funding Only Action,,,,,10/22/2024,03/16/2022,03/15/2027,03/15/2027,12/27/2021,,"$9,000,000.00","$27,851,590.64",,$0.00,"$40,000,000.00",,$0.00,"$40,000,000.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720514,USAID/COLOMBIA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720514,USAID/COLOMBIA,,DSUSFJFR9A33,"CHEMONICS INTERNATIONAL, INC.",,3DNC8,1717 H ST NW,,WASHINGTON,DC,200063900,UNITED STATES,(202) 524-7621,(202) 524-7621,DISTRICT OF COLUMBIA 98,CORPORATE NOT TAX EXEMPT,DE,USA,,1,,,COL,,COLOMBIA,,110111,,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,COL,COLOMBIA,,,,No set aside used.,IDC,7,,IDC,,,"The purpose of this Activity is to improve the social and 
economic inclusion of sedentary migrants, Colombian 
returnees, and receptor community members. It will achieve 
this by engaging the private sector in the creation of 
market-driven, lic",Delivery/Task Order,10/22/2024 14:03:58,USAIDNEGOTIATOR,Final,10/22/2024 16:55:30,WSEDLAK,No,,,,10/22/2024 16:55:30,WSEDLAK,"For Profit Organization
Subchapter S Corporation",Select One,Not Applicable,Cost Plus Fixed Fee,Other Functions,Yes,Select One,Yes,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Select One,Not Consolidated,No,Not Applicable,No,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Trade-off,Negotiated Proposal/Quote,Select One,No Preference used,Select One,Select One,Select One,No,Yes,No,Commercial Products/Services Procedures not used,No,Other than Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051423C00001&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$9,876,497","THE GOAL PURSUED IN THE USAID TIERRA DORADA ACTIVITY IS TO REDUCE GREENHOUSE GAS EMISSIONS, PROMOTE BIODIVERSITY CONSERVATION AND SUPPORT LICIT LIVELIHOODS THROUGH THE DEVELOPMENT AND SUPPORT OF SOCIALLY AND ENVIRONMENTALLY RESPONSIBLE ASM ACTIVITIES",True,7200,72051423C00001,P00003,0,,,,Other Administrative Action,72051422R000010,,,,12/19/2024,12/23/2022,01/02/2028,01/02/2028,06/03/2022,,"$5,853,869.00","$15,122,519.76",,$0.00,"$24,999,016.00",,$0.00,"$24,999,016.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720514,USAID/COLOMBIA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720514,USAID/COLOMBIA,,DSUSFJFR9A33,"CHEMONICS INTERNATIONAL, INC.",,3DNC8,1275 NEW JERSEY AVE SE STE 200,,WASHINGTON,DC,200035115,UNITED STATES,(202) 955-4044,,DISTRICT OF COLUMBIA 98,CORPORATE NOT TAX EXEMPT,DE,USA,,1,,,COL,,COLOMBIA,,,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541620,ENVIRONMENTAL CONSULTING SERVICES,,,COL,COLOMBIA,,,,,This Action,,2,This Action,0,,"The goal pursued in the USAID Tierra Dorada Activity is to 
reduce greenhouse gas emissions, promote biodiversity 
conservation and support licit livelihoods through the 
development and support of socially and environmentally 
responsible ASM ac",Definitive Contract,12/19/2024 12:57:11,USAIDNEGOTIATOR,Final,12/19/2024 13:42:54,WSEDLAK,No,,,,12/19/2024 13:42:54,WSEDLAK,"For Profit Organization
Subchapter S Corporation",Select One,Not Applicable,Cost Plus Fixed Fee,Other Functions,No,Select One,No,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Other,Negotiated Proposal/Quote,No set aside used.,No Preference used,Select One,Select One,Select One,No,Yes,Select One,Commercial Products/Services Procedures not used,No,Other than Small Business,Individual Subcontract Plan ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051423C00002&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,"$9,279,255",THE HUMAN RIGHTS FOR PEACE ACTIVITY WILL ENHANCE PEACE AND STABILITY BY IMPROVING THE EFFECTIVENESS OF NATIONAL AND LOCAL SYSTEMS AND ACTORS TO PREVENT AND PROTECT AGAINST HUMAN RIGHTS VIOLATIONS,True,7200,72051423C00002,P00006,0,,,,Funding Only Action,72051422R00013,,,,12/19/2024,04/12/2023,04/11/2028,04/11/2028,09/07/2022,,"$3,500,000.00","$10,520,000.00",,$0.00,"$19,799,255.00",,$0.00,"$19,799,255.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720514,USAID/COLOMBIA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720514,USAID/COLOMBIA,,VHLHREH8Y7R4,"ARD, INC.",,1DZF8,159 BANK ST STE 300,,BURLINGTON,VT,054014410,UNITED STATES,(802) 495-0308,(802) 658-4247,VERMONT 00,CORPORATE NOT TAX EXEMPT,VT,USA,,1,,,COL,,COLOMBIA,,,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,COL,COLOMBIA,,,,,This Action,,3,This Action,0,,"The purpose of HR4P activity is to enhance peace and stability in Colombia by improving the effectiveness of national and local systems and actors to prevent human rights violations, protect human rights defenders, and coordinate response to violatio",Definitive Contract,12/17/2024 17:54:22,USAIDNEGOTIATOR,Final,12/19/2024 17:17:35,MATUESTA,No,,,,12/19/2024 17:17:35,MATUESTA,For Profit Organization,Select One,Not Applicable,Cost Plus Fixed Fee,Other Functions,No,Select One,No,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Other,Negotiated Proposal/Quote,No set aside used.,No Preference used,Select One,Select One,Select One,No,Yes,Select One,Commercial Products/Services Procedures not used,No,Other than Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=720BHA23S00110&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$23,000","SUPPORT RELIEF GROUP RESPONSE RESOURCE SPECIALIST (SRG-RRS), FARO, YR 1.",True,7200,720BHA23S00110,P00001,0,,,,Exercise an Option,,,,,03/22/2024,03/07/2023,03/25/2028,03/25/2028,,,"$131,419.00","$268,237.00",,"$154,419.00","$291,237.00",,"$154,419.00","$291,237.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720BHA,BUREAU FOR HUMANITARIAN ASSISTANCE,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720BHA,BUREAU FOR HUMANITARIAN ASSISTANCE,,HQ9JTC3G4BV8,SAMANTHA ELFMONT,,9BHG3,225 S VERMILLION AVE,,BROWNSVILLE,TX,78521,UNITED STATES,(703) 541-8449,, ,SOLE PROPRIETORSHIP,TX,USA,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20523,0003,R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,812990,ALL OTHER PERSONAL SERVICES,,,USA,UNITED STATES,,,,,This Action,,10,This Action,0,,Exercising Option Year 1 (Contract Year 2),Definitive Contract,11/07/2024 13:28:12,BMORAN1,Final,11/07/2024 13:29:50,BMORAN1,No,,,,11/07/2024 13:29:50,BMORAN1,For Profit Organization,Select One,Not Applicable,Firm Fixed Price,Select One,No,Select One,Not Obtained - Waived,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Other,Negotiated Proposal/Quote,No set aside used.,No Preference used,Select One,Select One,Select One,No,No,Select One,Commercial Products/Services Procedures not used,No,Other than Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=720BHA21S00155&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$48,000","NEW PSC AWARD TO SERVE AS A ECONOMIC RECOVERY AND MARKET SYSTEMS (ERMS) TECHNICAL ADVISOR, TPQ, GS 13",True,7200,720BHA21S00155,P00004,0,,,,Exercise an Option,720FDA19B00064,,,,08/29/2024,09/12/2021,09/11/2026,09/11/2026,07/05/2020,,"$150,590.00","$602,856.00",,"$198,590.00","$650,856.00",,"$198,590.00","$650,856.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720BHA,BUREAU FOR HUMANITARIAN ASSISTANCE,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720BHA,BUREAU FOR HUMANITARIAN ASSISTANCE,,M47KWK2T5ZY3,ALEXANDRA KLASS,,8SAE9,2680 HARTFORD AVE UNIT 15,,WHITE RIVER JUNCTION,VT,050014600,UNITED STATES,(202) 657-8616,,VERMONT 07,SOLE PROPRIETORSHIP,VT,USA,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20534,0003,R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,812990,ALL OTHER PERSONAL SERVICES,,,USA,UNITED STATES,,,,,This Action,,8,This Action,0,,Exercise Option Year 2 (Contract Year 4),Definitive Contract,08/01/2024 17:12:28,USAIDNEGOTIATOR,Final,11/06/2024 12:28:22,KMCALISTER,No,,,,08/29/2024 16:41:56,JBURRISS,Self-Certified Small Disadvantaged Business,Select One,Not Applicable,Cost No Fee,Select One,Yes,Select One,No,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,No,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,Other U.S. Entity (e.g. Government),No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Other,Negotiated Proposal/Quote,No set aside used.,No Preference used,Select One,Select One,Select One,No,Yes,No,Commercial Products/Services Procedures not used,No,Other than Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=720BHA23S00186&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$15,000","STRATEGIC PLANNING AND ACTIVITY DESIGN ADVISOR , TPQ, YR. 1",True,7200,720BHA23S00186,P00001,0,,,,Funding Only Action,720BHA21r00018,,,,09/09/2024,08/23/2023,09/09/2025,09/09/2025,04/23/2021,,"$175,906.00","$352,462.00",,"$8,903.00","$367,462.00",,"$8,903.00","$367,462.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720BHA,BUREAU FOR HUMANITARIAN ASSISTANCE,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720BHA,BUREAU FOR HUMANITARIAN ASSISTANCE,,J51XUH484577,KATHRYN MAGEE MCMAHON,,9JVB7,822 CRITTENDEN ST NW,,WASHINGTON,DC,200117102,UNITED STATES,(978) 758-9584,,DISTRICT OF COLUMBIA 98,SOLE PROPRIETORSHIP,DC,USA,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20536,0001,R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,812990,ALL OTHER PERSONAL SERVICES,,,USA,UNITED STATES,,,,,This Action,,26,This Action,0,,Incrementally Fund Contract Year 2,Definitive Contract,08/15/2024 13:45:38,USAIDNEGOTIATOR,Final,11/06/2024 12:05:09,KMCALISTER,No,,,,09/09/2024 17:29:30,JBURRISS,Self-Certified Small Disadvantaged Business,Select One,Not Applicable,Cost No Fee,Select One,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,No,No,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,Other U.S. Entity (e.g. Government),No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Other,Negotiated Proposal/Quote,No set aside used.,No Preference used,Select One,Select One,Select One,No,No,Select One,Commercial Products/Services Procedures not used,No,Other than Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=720BHA23S00252&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$21,000","STRATEGIC PLANNING AND ACTIVITY DESIGN ADVISOR, REMOTE, 2 YR.",True,7200,720BHA23S00252,P00001,0,,,,Funding Only Action,720BHA21R00018,,,,11/13/2024,09/26/2023,11/18/2028,11/18/2028,04/23/2021,,"$207,022.00","$417,950.00",,"$5,613.00","$438,950.00",,"$5,613.00","$438,950.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720BHA,BUREAU FOR HUMANITARIAN ASSISTANCE,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720BHA,BUREAU FOR HUMANITARIAN ASSISTANCE,,F92EQE564397,SCHALA MARYSE BATTLE,,9HN35,2006 COLUMBIA RD NW,,WASHINGTON,DC,200091345,UNITED STATES,(202) 704-1978,,DISTRICT OF COLUMBIA 98,SOLE PROPRIETORSHIP,,,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20045,1000,R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,812990,ALL OTHER PERSONAL SERVICES,,,USA,UNITED STATES,,,,,This Action,,26,This Action,0,,"The purpose of this modification is to: 1) Incrementally Fund Contract Year 2, through November 18, 2025, thereby increasing the Total Obligated Amount by $207,022.00 from $210,928.00 to $417,950.00 2) Increase the Total Estimated Cost by $5,613.00",Definitive Contract,10/28/2024 09:22:33,USAIDNEGOTIATOR,Final,11/21/2024 13:08:01,BMORAN1,No,,,,11/13/2024 17:07:35,JBURRISS,Self-Certified Small Disadvantaged Business,Select One,Not Applicable,Cost No Fee,Select One,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,No,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,Other U.S. Entity (e.g. Government),No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Other,Negotiated Proposal/Quote,No set aside used.,No Preference used,Select One,Select One,Select One,No,No,Select One,Commercial Products/Services Procedures not used,No,Other than Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00015&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA20D003V&contractType=AWARD,"$6,361,474",LANGUAGE TRAINING SERVICES AND ASSESSMENT RESOURCE(LTS&AR) TASK ORDER,True,7200,7200AA23M00015,P00002,0,4732,47QRAA20D003V,PO0017,Funding Only Action,,,,,01/31/2025,09/29/2023,09/28/2028,09/28/2028,08/01/2023,,"$600,000.00","$2,567,626.15",,$0.00,"$3,136,332.30",,$0.00,"$8,329,100.75",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,72000M,USAID M,,WWHWTWNKXJ47,"INTERNATIONAL CENTER FOR LANGUAGE STUDIES, INC.",INTERNATIONAL CENTER FOR LANGUAGE STUD,0RCF8,1133 15TH ST NW,STE 600,WASHINGTON,DC,200052710,UNITED STATES,(202) 639-8800,(202) 783-6587,DISTRICT OF COLUMBIA 98,CORPORATE NOT TAX EXEMPT,DC,USA,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20523,0001,U099,EDUCATION/TRAINING- OTHER,611630,LANGUAGE SCHOOLS,,,USA,UNITED STATES,,,,No set aside used.,This Action,999,1,This Action,,,The purpose of this modification is to incrementally fund the award.,Delivery/Task Order,01/31/2025 21:13:34,USAIDNEGOTIATOR,Final,02/06/2025 16:02:35,NPELHAM@USAID.GOV,No,,,,01/31/2025 21:46:08,FGIGOT,For Profit Organization,Select One,Not Applicable,Time and Materials,Other Functions,Select One,Select One,Select One,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Other,Subject to Multiple Award Fair Opportunity,Women Owned Small Business,No Preference used,Select One,Competitive Set Aside,Select One,No,Yes,No,Commercial Products/Services,No,Other than Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
